57.358,-81.915
57.358,-71.915
57.358,-61.915000000000006
57.358,-51.915000000000006
57.358,-41.915000000000006
67.358,-41.915000000000006
77.358,-41.915000000000006
77.358,-51.915000000000006
67.358,-51.915000000000006
77.358,-51.915000000000006
87.358,-51.915000000000006
87.358,-41.915000000000006
97.358,-41.915000000000006
97.358,-51.915000000000006
97.358,-41.915000000000006
107.358,-41.915000000000006
107.358,-31.915000000000006
97.358,-31.915000000000006
87.358,-31.915000000000006
87.358,-21.915000000000006
87.358,-31.915000000000006
87.358,-41.915000000000006
87.358,-31.915000000000006
87.358,-41.915000000000006
77.358,-41.915000000000006
87.358,-41.915000000000006
87.358,-31.915000000000006
97.358,-31.915000000000006
87.358,-31.915000000000006
87.358,-41.915000000000006
77.358,-41.915000000000006
87.358,-41.915000000000006
87.358,-31.915000000000006
77.358,-31.915000000000006
77.358,-21.915000000000006
67.358,-21.915000000000006
77.358,-21.915000000000006
77.358,-11.915000000000006
77.358,-21.915000000000006
67.358,-21.915000000000006
67.358,-31.915000000000006
67.358,-21.915000000000006
77.358,-21.915000000000006
77.358,-11.915000000000006
77.358,-21.915000000000006
87.358,-21.915000000000006
77.358,-21.915000000000006
77.358,-31.915000000000006
77.358,-21.915000000000006
77.358,-31.915000000000006
77.358,-41.915000000000006
67.358,-41.915000000000006
67.358,-31.915000000000006
57.358000000000004,-31.915000000000006
57.358000000000004,-41.915000000000006
57.358000000000004,-51.915000000000006
67.358,-51.915000000000006
77.358,-51.915000000000006
87.358,-51.915000000000006
77.358,-51.915000000000006
87.358,-51.915000000000006
87.358,-41.915000000000006
87.358,-51.915000000000006
87.358,-41.915000000000006
97.358,-41.915000000000006
107.358,-41.915000000000006
107.358,-51.915000000000006
97.358,-51.915000000000006
87.358,-51.915000000000006
87.358,-61.915000000000006
97.358,-61.915000000000006
97.358,-51.915000000000006
97.358,-41.915000000000006
97.358,-51.915000000000006
97.358,-61.915000000000006
97.358,-71.915
97.358,-61.915000000000006
97.358,-71.915
107.358,-71.915
107.358,-61.915000000000006
117.358,-61.915000000000006
107.358,-61.915000000000006
107.358,-71.915
107.358,-81.915
117.358,-81.915
117.358,-91.915
117.358,-101.915
107.358,-101.915
107.358,-111.915
107.358,-101.915
117.358,-101.915
117.358,-91.915
117.358,-81.915
117.358,-91.915
117.358,-81.915
-122.642,-81.915
-122.642,-91.915
-112.642,-91.915
-122.642,-91.915
-122.642,-81.915
